Table 1
OrderID,OrderID,CustomerID,EmployeeID,OrderYearMonthDay,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10743,10743,AROUT,1,1997November17,17.11.1997,15.12.1997,21.11.1997,2,23.72,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10744,10744,VAFFE,6,1997November17,17.11.1997,15.12.1997,24.11.1997,1,69.19,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10745,10745,QUICK,9,1997November18,18.11.1997,16.12.1997,27.11.1997,1,3.52,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10746,10746,CHOPS,1,1997November19,19.11.1997,17.12.1997,21.11.1997,3,31.43,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10747,10747,PICCO,6,1997November19,19.11.1997,17.12.1997,26.11.1997,1,117.33,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10748,10748,SAVEA,3,1997November20,11.20.1997,12.18.1997,11.28.1997,1,232.55,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10749,10749,ISLAT,4,1997November20,20.11.1997,18.12.1997,19.12.1997,2,61.53,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10750,10750,WARTH,9,1997November21,21.11.1997,19.12.1997,24.11.1997,1,79.3,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10751,10751,RICSU,3,1997November24,24.11.1997,22.12.1997,03.12.1997,3,130.79,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10752,10752,NORTS,2,1997November24,24.11.1997,22.12.1997,28.11.1997,3,1.39,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK
10753,10753,FRANS,3,1997November25,25.11.1997,23.12.1997,27.11.1997,1,7.7,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
10754,10754,MAGAA,6,1997November25,25.11.1997,23.12.1997,27.11.1997,3,2.38,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10755,10755,BONAP,4,1997November26,26.11.1997,24.12.1997,28.11.1997,2,16.71,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10756,10756,SPLIR,8,1997November27,11.27.1997,12.25.1997,12.02.1997,2,73.21,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10757,10757,SAVEA,6,1997November27,11.27.1997,12.25.1997,12.15.1997,1,8.19,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10758,10758,RICSU,3,1997November28,28.11.1997,26.12.1997,04.12.1997,3,138.17,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10759,10759,ANATR,3,1997November28,28.11.1997,26.12.1997,12.12.1997,3,11.99,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,5021,Mexico
10760,10760,MAISD,4,1997December01,01.12.1997,29.12.1997,10.12.1997,1,155.64,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10761,10761,RATTC,5,1997December02,12.02.1997,12.30.1997,12.08.1997,2,18.66,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10762,10762,FOLKO,3,1997December02,02.12.1997,30.12.1997,09.12.1997,1,328.74,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10763,10763,FOLIG,3,1997December03,03.12.1997,31.12.1997,08.12.1997,3,37.35,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France
10764,10764,ERNSH,6,1997December03,03.12.1997,31.12.1997,08.12.1997,3,145.45,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10765,10765,QUICK,3,1997December04,04.12.1997,01.01.1998,09.12.1997,3,42.74,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10766,10766,OTTIK,4,1997December05,05.12.1997,02.01.1998,09.12.1997,1,157.55,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10767,10767,SUPRD,4,1997December05,05.12.1997,02.01.1998,15.12.1997,3,1.59,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10768,10768,AROUT,3,1997December08,08.12.1997,05.01.1998,15.12.1997,2,146.32,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10769,10769,VAFFE,3,1997December08,08.12.1997,05.01.1998,12.12.1997,1,65.06,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10770,10770,HANAR,8,1997December09,09.12.1997,06.01.1998,17.12.1997,3,5.32,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil
10771,10771,ERNSH,9,1997December10,10.12.1997,07.01.1998,02.01.1998,2,11.19,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10772,10772,LEHMS,3,1997December10,10.12.1997,07.01.1998,19.12.1997,2,91.28,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10773,10773,ERNSH,1,1997December11,11.12.1997,08.01.1998,16.12.1997,3,96.43,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10774,10774,FOLKO,4,1997December11,11.12.1997,25.12.1997,12.12.1997,1,48.2,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10775,10775,THECR,7,1997December12,12.12.1997,01.09.1998,12.26.1997,1,20.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
10776,10776,ERNSH,1,1997December15,15.12.1997,12.01.1998,18.12.1997,3,351.53,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10777,10777,GOURL,7,1997December15,15.12.1997,29.12.1997,21.01.1998,2,3.01,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10778,10778,BERGS,3,1997December16,16.12.1997,13.01.1998,24.12.1997,1,6.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10779,10779,MORGK,3,1997December16,16.12.1997,13.01.1998,14.01.1998,2,58.13,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,4179,Germany
10780,10780,LILAS,2,1997December16,16.12.1997,30.12.1997,25.12.1997,1,42.13,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10781,10781,WARTH,2,1997December17,17.12.1997,14.01.1998,19.12.1997,3,73.16,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10782,10782,CACTU,9,1997December17,17.12.1997,14.01.1998,22.12.1997,3,1.1,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10783,10783,HANAR,4,1997December18,18.12.1997,15.01.1998,19.12.1997,2,124.98,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil
10784,10784,MAGAA,4,1997December18,18.12.1997,15.01.1998,22.12.1997,3,70.09,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10785,10785,GROSR,1,1997December18,18.12.1997,15.01.1998,24.12.1997,3,1.51,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela
10786,10786,QUEEN,8,1997December19,19.12.1997,16.01.1998,23.12.1997,1,110.87,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10787,10787,LAMAI,2,1997December19,19.12.1997,02.01.1998,26.12.1997,1,249.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10788,10788,QUICK,1,1997December22,22.12.1997,19.01.1998,19.01.1998,2,42.7,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10789,10789,FOLIG,1,1997December22,22.12.1997,19.01.1998,31.12.1997,2,100.6,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France
10790,10790,GOURL,6,1997December22,22.12.1997,19.01.1998,26.12.1997,1,28.23,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10791,10791,FRANK,6,1997December23,23.12.1997,20.01.1998,01.01.1998,2,16.85,Frankenversand,Berliner Platz 43,München,,80805,Germany
10792,10792,WOLZA,1,1997December23,23.12.1997,20.01.1998,31.12.1997,3,23.79,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
10793,10793,AROUT,3,1997December24,24.12.1997,21.01.1998,08.01.1998,3,4.52,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10794,10794,QUEDE,6,1997December24,24.12.1997,21.01.1998,02.01.1998,1,21.49,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10795,10795,ERNSH,8,1997December24,24.12.1997,21.01.1998,20.01.1998,2,126.66,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10796,10796,HILAA,3,1997December25,25.12.1997,22.01.1998,14.01.1998,1,26.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10797,10797,DRACD,7,1997December25,25.12.1997,22.01.1998,05.01.1998,2,33.35,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany
10798,10798,ISLAT,2,1997December26,26.12.1997,23.01.1998,05.01.1998,1,2.33,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10799,10799,KOENE,9,1997December26,26.12.1997,06.02.1998,05.01.1998,3,30.76,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10800,10800,SEVES,1,1997December26,26.12.1997,23.01.1998,05.01.1998,3,137.44,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10801,10801,BOLID,4,1997December29,29.12.1997,26.01.1998,31.12.1997,2,97.09,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,,28023,Spain
10802,10802,SIMOB,4,1997December29,29.12.1997,26.01.1998,02.01.1998,2,257.26,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10803,10803,WELLI,4,1997December30,30.12.1997,27.01.1998,06.01.1998,1,55.23,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10804,10804,SEVES,6,1997December30,30.12.1997,27.01.1998,07.01.1998,2,27.33,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10805,10805,THEBI,2,1997December30,12.30.1997,01.27.1998,01.09.1998,3,237.34,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10806,10806,VICTE,3,1997December31,31.12.1997,28.01.1998,05.01.1998,2,22.11,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10807,10807,FRANS,4,1997December31,31.12.1997,28.01.1998,30.01.1998,1,1.36,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
10808,10808,OLDWO,2,1998January01,01.01.1998,01.29.1998,01.09.1998,3,45.53,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10809,10809,WELLI,7,1998January01,01.01.1998,29.01.1998,07.01.1998,1,4.87,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10810,10810,LAUGB,2,1998January01,01.01.1998,29.01.1998,07.01.1998,3,4.33,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10811,10811,LINOD,8,1998January02,02.01.1998,30.01.1998,08.01.1998,1,31.22,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10812,10812,REGGC,5,1998January02,02.01.1998,30.01.1998,12.01.1998,1,59.78,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10813,10813,RICAR,1,1998January05,05.01.1998,02.02.1998,09.01.1998,1,47.38,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10814,10814,VICTE,3,1998January05,05.01.1998,02.02.1998,14.01.1998,3,130.94,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10815,10815,SAVEA,2,1998January05,01.05.1998,02.02.1998,01.14.1998,3,14.62,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10816,10816,GREAL,4,1998January06,01.06.1998,02.03.1998,02.04.1998,2,719.78,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10817,10817,KOENE,3,1998January06,06.01.1998,20.01.1998,13.01.1998,2,306.07,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10818,10818,MAGAA,7,1998January07,07.01.1998,04.02.1998,12.01.1998,3,65.48,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10819,10819,CACTU,2,1998January07,07.01.1998,04.02.1998,16.01.1998,3,19.76,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10820,10820,RATTC,3,1998January07,01.07.1998,02.04.1998,01.13.1998,2,37.52,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10821,10821,SPLIR,1,1998January08,01.08.1998,02.05.1998,01.15.1998,1,36.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10822,10822,TRAIH,6,1998January08,01.08.1998,02.05.1998,01.16.1998,3,7,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10823,10823,LILAS,5,1998January09,09.01.1998,06.02.1998,13.01.1998,2,163.97,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10824,10824,FOLKO,8,1998January09,09.01.1998,06.02.1998,30.01.1998,1,1.23,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10825,10825,DRACD,1,1998January09,09.01.1998,06.02.1998,14.01.1998,1,79.25,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany
10826,10826,BLONP,6,1998January12,12.01.1998,09.02.1998,06.02.1998,1,7.09,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10827,10827,BONAP,1,1998January12,12.01.1998,26.01.1998,06.02.1998,2,63.54,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10828,10828,RANCH,9,1998January13,13.01.1998,27.01.1998,04.02.1998,1,90.85,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10829,10829,ISLAT,9,1998January13,13.01.1998,10.02.1998,23.01.1998,1,154.72,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10830,10830,TRADH,4,1998January13,13.01.1998,24.02.1998,21.01.1998,2,81.83,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10831,10831,SANTG,3,1998January14,14.01.1998,11.02.1998,23.01.1998,2,72.19,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
10832,10832,LAMAI,2,1998January14,14.01.1998,11.02.1998,19.01.1998,2,43.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10833,10833,OTTIK,6,1998January15,15.01.1998,12.02.1998,23.01.1998,2,71.49,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10834,10834,TRADH,1,1998January15,15.01.1998,12.02.1998,19.01.1998,3,29.78,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10835,10835,ALFKI,1,1998January15,15.01.1998,12.02.1998,21.01.1998,3,69.53,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany
10836,10836,ERNSH,7,1998January16,16.01.1998,13.02.1998,21.01.1998,1,411.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10837,10837,BERGS,9,1998January16,16.01.1998,13.02.1998,23.01.1998,3,13.32,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10838,10838,LINOD,3,1998January19,19.01.1998,16.02.1998,23.01.1998,3,59.28,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10839,10839,TRADH,3,1998January19,19.01.1998,16.02.1998,22.01.1998,3,35.43,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10840,10840,LINOD,4,1998January19,19.01.1998,02.03.1998,16.02.1998,2,2.71,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10841,10841,SUPRD,5,1998January20,20.01.1998,17.02.1998,29.01.1998,2,424.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10842,10842,TORTU,1,1998January20,20.01.1998,17.02.1998,29.01.1998,3,54.42,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico
10843,10843,VICTE,4,1998January21,21.01.1998,18.02.1998,26.01.1998,2,9.26,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10844,10844,PICCO,8,1998January21,21.01.1998,18.02.1998,26.01.1998,2,25.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10845,10845,QUICK,8,1998January21,21.01.1998,04.02.1998,30.01.1998,1,212.98,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10846,10846,SUPRD,2,1998January22,22.01.1998,05.03.1998,23.01.1998,3,56.46,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10847,10847,SAVEA,4,1998January22,01.22.1998,02.05.1998,02.10.1998,3,487.57,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10848,10848,CONSH,7,1998January23,23.01.1998,20.02.1998,29.01.1998,2,38.24,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
10849,10849,KOENE,9,1998January23,23.01.1998,20.02.1998,30.01.1998,2,0.56,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10850,10850,VICTE,1,1998January23,23.01.1998,06.03.1998,30.01.1998,1,49.19,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10851,10851,RICAR,5,1998January26,26.01.1998,23.02.1998,02.02.1998,1,160.55,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10852,10852,RATTC,8,1998January26,01.26.1998,02.09.1998,01.30.1998,1,174.05,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10853,10853,BLAUS,9,1998January27,27.01.1998,24.02.1998,03.02.1998,2,53.83,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10854,10854,ERNSH,3,1998January27,27.01.1998,24.02.1998,05.02.1998,2,100.22,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10855,10855,OLDWO,3,1998January27,01.27.1998,02.24.1998,02.04.1998,1,170.97,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10856,10856,ANTON,3,1998January28,28.01.1998,25.02.1998,10.02.1998,2,58.43,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico
10857,10857,BERGS,8,1998January28,28.01.1998,25.02.1998,06.02.1998,2,188.85,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10858,10858,LACOR,2,1998January29,29.01.1998,26.02.1998,03.02.1998,1,52.51,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,France
10859,10859,FRANK,1,1998January29,29.01.1998,26.02.1998,02.02.1998,2,76.1,Frankenversand,Berliner Platz 43,München,,80805,Germany
10860,10860,FRANR,3,1998January29,29.01.1998,26.02.1998,04.02.1998,3,19.26,France restauration,"54, rue Royale",Nantes,,44000,France
10861,10861,WHITC,4,1998January30,01.30.1998,02.27.1998,02.17.1998,2,14.93,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10862,10862,LEHMS,8,1998January30,30.01.1998,13.03.1998,02.02.1998,2,53.23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10863,10863,HILAA,4,1998February02,02.02.1998,02.03.1998,17.02.1998,2,30.26,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10864,10864,AROUT,4,1998February02,02.02.1998,02.03.1998,09.02.1998,2,3.04,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10865,10865,QUICK,2,1998February02,02.02.1998,16.02.1998,12.02.1998,1,348.14,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10866,10866,BERGS,5,1998February03,03.02.1998,03.03.1998,12.02.1998,1,109.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10867,10867,LONEP,6,1998February03,02.03.1998,03.17.1998,02.11.1998,1,1.93,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10868,10868,QUEEN,7,1998February04,04.02.1998,04.03.1998,23.02.1998,2,191.27,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10869,10869,SEVES,5,1998February04,04.02.1998,04.03.1998,09.02.1998,1,143.28,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10870,10870,WOLZA,5,1998February04,04.02.1998,04.03.1998,13.02.1998,3,12.04,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
10871,10871,BONAP,9,1998February05,05.02.1998,05.03.1998,10.02.1998,2,112.27,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10872,10872,GODOS,5,1998February05,05.02.1998,05.03.1998,09.02.1998,2,175.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain
10873,10873,WILMK,4,1998February06,06.02.1998,06.03.1998,09.02.1998,1,0.82,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
10874,10874,GODOS,5,1998February06,06.02.1998,06.03.1998,11.02.1998,2,19.58,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain
10875,10875,BERGS,4,1998February06,06.02.1998,06.03.1998,03.03.1998,2,32.37,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10876,10876,BONAP,7,1998February09,09.02.1998,09.03.1998,12.02.1998,3,60.42,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10877,10877,RICAR,1,1998February09,09.02.1998,09.03.1998,19.02.1998,1,38.06,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10878,10878,QUICK,4,1998February10,10.02.1998,10.03.1998,12.02.1998,1,46.69,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10879,10879,WILMK,3,1998February10,10.02.1998,10.03.1998,12.02.1998,3,8.5,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
10880,10880,FOLKO,7,1998February10,10.02.1998,24.03.1998,18.02.1998,1,88.01,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10881,10881,CACTU,4,1998February11,11.02.1998,11.03.1998,18.02.1998,1,2.84,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10882,10882,SAVEA,4,1998February11,02.11.1998,03.11.1998,02.20.1998,3,23.1,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10883,10883,LONEP,8,1998February12,02.12.1998,03.12.1998,02.20.1998,3,0.53,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10884,10884,LETSS,4,1998February12,02.12.1998,03.12.1998,02.13.1998,2,90.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10885,10885,SUPRD,6,1998February12,12.02.1998,12.03.1998,18.02.1998,3,5.64,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10886,10886,HANAR,1,1998February13,13.02.1998,13.03.1998,02.03.1998,1,4.99,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil
10887,10887,GALED,8,1998February13,13.02.1998,13.03.1998,16.02.1998,3,1.25,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain
10888,10888,GODOS,1,1998February16,16.02.1998,16.03.1998,23.02.1998,2,51.87,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain
10889,10889,RATTC,9,1998February16,02.16.1998,03.16.1998,02.23.1998,3,280.61,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10890,10890,DUMON,7,1998February16,16.02.1998,16.03.1998,18.02.1998,1,32.76,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France
10891,10891,LEHMS,7,1998February17,17.02.1998,17.03.1998,19.02.1998,2,20.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10892,10892,MAISD,4,1998February17,17.02.1998,17.03.1998,19.02.1998,2,120.27,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10893,10893,KOENE,9,1998February18,18.02.1998,18.03.1998,20.02.1998,2,77.78,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10894,10894,SAVEA,1,1998February18,02.18.1998,03.18.1998,02.20.1998,1,116.13,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10895,10895,ERNSH,3,1998February18,18.02.1998,18.03.1998,23.02.1998,1,162.75,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10896,10896,MAISD,7,1998February19,19.02.1998,19.03.1998,27.02.1998,3,32.45,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10897,10897,HUNGO,3,1998February19,19.02.1998,19.03.1998,25.02.1998,2,603.54,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10898,10898,OCEAN,4,1998February20,20.02.1998,20.03.1998,06.03.1998,2,1.27,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
10899,10899,LILAS,5,1998February20,20.02.1998,20.03.1998,26.02.1998,3,1.21,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10900,10900,WELLI,1,1998February20,20.02.1998,20.03.1998,04.03.1998,2,1.66,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10901,10901,HILAA,4,1998February23,23.02.1998,23.03.1998,26.02.1998,1,62.09,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10902,10902,FOLKO,1,1998February23,23.02.1998,23.03.1998,03.03.1998,1,44.15,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10903,10903,HANAR,3,1998February24,24.02.1998,24.03.1998,04.03.1998,3,36.71,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil
10904,10904,WHITC,3,1998February24,02.24.1998,03.24.1998,02.27.1998,3,162.95,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10905,10905,WELLI,9,1998February24,24.02.1998,24.03.1998,06.03.1998,2,13.72,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10906,10906,WOLZA,4,1998February25,25.02.1998,11.03.1998,03.03.1998,3,26.29,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
10907,10907,SPECD,6,1998February25,25.02.1998,25.03.1998,27.02.1998,3,9.19,Spécialités du monde,"25, rue Lauriston",Paris,,75016,France
10908,10908,REGGC,4,1998February26,26.02.1998,26.03.1998,06.03.1998,2,32.96,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
